"id","Csize","life_cycle","subspecies","country"
"A_Ichthyosaura_alpestris_SMA_20418_cranium",1.39640114475119,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_20526_cranium",1.42129391166801,"metamorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22886_cranium",1.43484584739167,"metamorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22887_cranium",1.4314729466049,"metamorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22888_cranium",1.45982921548709,"metamorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22889_cranium",1.44741782683047,"metamorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22890_cranium",1.43806999299193,"metamorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22891_cranium",1.44650438873376,"metamorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22892_cranium",1.43356781429539,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22893_cranium",1.47477620837146,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22894_cranium",1.38869116627607,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22895_cranium",1.45850860309816,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22896_cranium",1.42573809148557,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22897_cranium",1.45157672579381,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22898_cranium",1.41811558545922,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22899_cranium",1.40693254800815,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22900_cranium",1.47497094590319,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22901_cranium",1.40633785341016,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22902_cranium",1.40906397761551,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22903_cranium",1.45978467766801,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22904_cranium",1.43185422757398,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22905_cranium",1.43669716460019,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22906_cranium",1.4383815401837,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22907_cranium",1.43736840155073,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22908_cranium",1.45210031752439,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22909_cranium",1.40328174653771,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22910_cranium",1.47094557205,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22911_cranium",1.41812748412683,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22912_cranium",1.39501303725268,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22913_cranium",1.45497128950678,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22914_cranium",1.47162916612018,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22916_cranium",1.41005213464568,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22917_cranium",1.46157768831055,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22918_cranium",1.44863430497995,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22919_cranium",1.40869963464961,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22920_cranium",1.46397363163298,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22921_cranium",1.45197352806214,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22922_cranium",1.43004235095327,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22923_cranium",1.41705399951652,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22924_cranium",1.4579429775445,"undergoing metamorphosis","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22925_cranium",1.45380187095731,"undergoing metamorphosis","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22926_cranium",1.54513947890452,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22927_cranium",1.54284373152503,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22928_cranium",1.52314832612833,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22929_cranium",1.44924428991886,"undergoing metamorphosis","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22930_cranium",1.43473195369344,"undergoing metamorphosis","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22931_cranium",1.44216516717956,"metamorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22932_cranium",1.39222892943486,"metamorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22933_cranium",1.45926964681782,"metamorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22934_cranium",1.39501294508554,"metamorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22935_cranium",1.43368519672207,"metamorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22936_cranium",1.43046770499116,"undergoing metamorphosis","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22965-1_cranium",1.38032864857284,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22966_cranium",1.4324597533333,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22967_cranium",1.4736646439244,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22968_cranium",1.4942540300199,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22969_cranium",1.47255730028399,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22970_cranium",1.47484469681853,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22971_cranium",1.40204635206163,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22972_cranium",1.41161279157543,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22973_cranium",1.41317541157846,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22974_cranium",1.43658037016161,"undergoing metamorphosis","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22975_cranium",1.42722002560246,"undergoing metamorphosis","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7902_cranium",1.42451905955011,"undergoing metamorphosis","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7903_cranium",1.46663325158526,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7908_cranium",1.45877988094656,"metamorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7910_cranium",1.43265519921741,"metamorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7912_cranium",1.43289057089974,"undergoing metamorphosis","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7913_cranium",1.46256935276049,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7914_cranium",1.40223086963615,"undergoing metamorphosis","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7919_cranium",1.42112069521897,"undergoing metamorphosis","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7920_cranium",1.42119542676329,"metamorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7922_cranium",1.42837137894893,"undergoing metamorphosis","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7923_cranium",1.42095209744602,"undergoing metamorphosis","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7924_cranium",1.44782617425181,"metamorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7925_cranium",1.45128814033149,"metamorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7927_cranium",1.42805349140378,"undergoing metamorphosis","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7930_cranium",1.43059231264644,"undergoing metamorphosis","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7932_cranium",1.3927658926981,"metamorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7935_cranium",1.36125743786659,"metamorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7936_cranium",1.36546844455953,"undergoing metamorphosis","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7937_cranium",1.35313532778887,"metamorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7938_cranium",1.34573833570854,"undergoing metamorphosis","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7939_cranium",1.37206702701058,"undergoing metamorphosis","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7941_cranium",1.4787284133969,"metamorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7942_cranium",1.40925799034364,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7943_cranium",1.49062380541029,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7947_cranium",1.47091947344903,"undergoing metamorphosis","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7949_cranium",1.45632116634257,"undergoing metamorphosis","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7952_cranium",1.36744743566521,"undergoing metamorphosis","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7955_cranium",1.38798821182606,"undergoing metamorphosis","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7956_cranium",1.55073667278073,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7958_cranium",1.49577761176136,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7960_cranium",1.40447653269029,"undergoing metamorphosis","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7962_cranium",1.46372641784944,"metamorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7963_cranium",1.46071210009917,"undergoing metamorphosis","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7964_cranium",1.43944362890732,"metamorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7965_cranium",1.46261360269534,"undergoing metamorphosis","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7966_cranium",1.42384695400362,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7967_cranium",1.39764129074344,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7978_cranium",1.41735568545324,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7979_cranium",1.46407353278434,"metamorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7984_cranium",1.4340375653037,"undergoing metamorphosis","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7987_cranium",1.44300983274546,"metamorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7988_cranium",1.45249726405504,"undergoing metamorphosis","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7990_cranium",1.36178548563974,"metamorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7991-1_cranium",1.38912191079404,"paedomorphic","apuana","Italy"
