"id","sub.species","life_cycle","country","locality","svl","r_interlimb_l","l_interlimb_l","body_h","head_l","head_w","head_h","r_lower_jaw_l","r_humerus","r_radius","r_metacarpus","r_toe_fore","r_femur","r_tibia","r_metatarsus","r_toe_hind","l_lower_jaw_l","l_humerus","l_radius","l_metacarpus","l_toe_fore","l_femur","l_tibia","l_metatarsus","l_toe_hind","tail"
"7935","apuana","metamorphic","Italy","Lago Baccio. Modena",1.50987428500472,1.17231096852195,1.17231096852195,0.716003343634799,0.913813852383717,0.826722520168992,0.546542663478131,0.853089529851866,0.693726948923647,0.575187844927661,0.250420002308894,0.250420002308894,0.656098202012832,0.517195897949974,0.276461804173244,0.344392273685111,0.812244696800369,0.698970004336019,0.523746466811564,0.20682587603185,0.361727836017593,0.681241237375587,0.44870631990508,0.214843848047698,0.338456493604605,1.46389298898591
"22887","apuana","metamorphic","Italy","Costa Rimacina. Luriano. Chindino.Siena. Toscana",1.62117628177504,1.23477029516092,1.24551266781415,0.837588438235511,0.993876914941211,0.885361220031512,0.653212513775344,0.89209460269048,0.791690649020118,0.600972895686748,0.3654879848909,0.46686762035411,0.7481880270062,0.620136054973757,0.361727836017593,0.527629900871339,0.8926510338773,0.792391689498254,0.617000341120899,0.385606273598312,0.503790683057181,0.769377326076139,0.625312450961674,0.413299764081252,0.539076098792777,1.48939592172713
"22886","apuana","metamorphic","Italy","Costa Rimacina. Luriano. Chindino.Siena. Toscana",1.65359838184329,1.33665982345442,1.33665982345442,0.913813852383717,0.989449817666692,0.890421018800914,0.674861140737812,0.90036712865647,0.808210972924222,0.649334858712142,0.361727836017593,0.477121254719662,0.771587480881255,0.633468455579587,0.390935107103379,0.527629900871339,0.921686475483602,0.838849090737255,0.59659709562646,0.287801729930226,0.568201724066995,0.770115294787102,0.587710965018911,0.380211241711606,0.571708831808688,1.45848676379821
"22889","apuana","metamorphic","Italy","Costa Rimacina. Luriano. Chindino.Siena. Toscana",1.68385720540035,1.37566361396089,1.38399478944173,0.854306041801081,1.01241537476243,0.94101424370557,0.676693609624867,0.926342446625655,0.804820678721162,0.672097857935718,0.380211241711606,0.432969290874406,0.826074802700826,0.630427875025024,0.352182518111362,0.501059262217751,0.922206277439016,0.795184589682424,0.589949601325708,0.346352974450639,0.514547752660286,0.773786444981194,0.619093330626743,0.330413773349191,0.511883360978874,1.56655533088306
"22891","apuana","metamorphic","Italy","Costa Rimacina. Luriano. Chindino.Siena. Toscana",1.66247450375031,1.35063560825895,1.35063560825895,0.865103974641128,1.03342375548695,0.919601023784111,0.640481436970422,0.949390006644913,0.788168371141168,0.633468455579587,0.342422680822206,0.518513939877887,0.750508394851346,0.672097857935718,0.363611979892144,0.534026106056135,0.901458321396112,0.797267540830716,0.602059991327962,0.33645973384853,0.517195897949974,0.741151598851785,0.575187844927661,0.406540180433955,0.468347330412157,1.54381980514266
"22888","apuana","metamorphic","Italy","Costa Rimacina. Luriano. Chindino.Siena. Toscana",1.68475562210862,1.37438169805088,1.37438169805088,0.880813592280791,1.01745072951054,0.932473764677153,0.69196510276736,0.954242509439325,0.838219221907626,0.577491799837225,0.338456493604605,0.47567118832443,0.79657433321043,0.649334858712142,0.396199347095736,0.502427119984433,0.919078092376074,0.818225893613955,0.633468455579587,0.3654879848909,0.523746466811564,0.773054693364263,0.648360010980932,0.389166084364532,0.570542939881898,1.57576498053672
"22890","apuana","metamorphic","Italy","Costa Rimacina. Luriano. Chindino.Siena. Toscana",1.66351247041516,1.37548071461857,1.37548071461857,0.916980047320382,1.02242837118549,0.922206277439016,0.666517980554881,0.90036712865647,0.776701183988411,0.599883072073688,0.371067862271736,0.453318340047038,0.813580988568192,0.589949601325708,0.367355921026019,0.507855871695831,0.8819549713396,0.786751422145561,0.622214022966295,0.346352974450639,0.46686762035411,0.770852011642144,0.629409599102719,0.330413773349191,0.534026106056135,1.50338206347373
"22916","apuana","paedomorphic","Italy","Costa Rimacina. Luriano. Chindino.Siena. Toscana",1.5999921775841,1.24600590407603,1.24600590407603,0.889861721258188,0.980911937776844,0.829303772831025,0.688419822002711,0.854306041801081,0.740362689494244,0.584331224367531,0.292256071356476,0.440909082065218,0.681241237375587,0.564666064252089,0.290034611362518,0.568201724066995,0.833147111912785,0.727541257028556,0.534026106056135,0.276461804173244,0.406540180433955,0.662757831681574,0.505149978319906,0.342422680822206,0.472756449317212,1.45423489574827
"22899","apuana","paedomorphic","Italy","Costa Rimacina. Luriano. Chindino.Siena. Toscana",1.5971464878337,1.22814360759774,1.23350376034113,0.911157608739977,0.969415912353981,0.86391737695786,0.76715586608218,0.851869600729766,0.711807229041191,0.547774705387823,0.238046103128795,0.434568904034199,0.716003343634799,0.569373909615046,0.338456493604605,0.503790683057181,0.832508912706236,0.749736315569061,0.509202522331103,0.271841606536499,0.431363764158987,0.667452952889954,0.549003262025788,0.371067862271736,0.574031267727719,1.46819958607261
"22918","apuana","paedomorphic","Italy","Costa Rimacina. Luriano. Chindino.Siena. Toscana",1.61479179195642,1.21085336531489,1.21085336531489,0.886490725172482,1.00560944536028,0.8819549713396,0.683947130751512,0.873320601815399,0.755874855672491,0.583198773968623,0.334453751150931,0.502427119984433,0.761175813155731,0.588831725594207,0.3654879848909,0.52244423350632,0.869231719730976,0.745855195173729,0.559906625036113,0.260071387985075,0.514547752660286,0.755112266395071,0.541579243946581,0.392696953259666,0.630427875025024,1.47085132452612
